All event log messages.
Date:	2017-05-19 16:17:47
System Name:	MCube_6.04.Robot2
Controller Name:	192.168.1.2
Controller Id	120-800253

RobotWare: 6.04.00.01
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input
	623-1 Multitasking

Robot1
Key:	
Options:	
	IRB 120T-3/0.6
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600/1660ID IRC5 Compact



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
76555     	E   	Program             	40228   	Execution error                         	2017-05-19 09:46:58 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
76556     	I   	Operational         	10020   	Execution error state                   	2017-05-19 09:46:58 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
76557     	I   	Operational         	10126   	Program stopped                         	2017-05-19 09:46:58 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
76558     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 09:49:19 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
76559     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 09:49:19 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
76560     	I   	Operational         	10052   	Regain start                            	2017-05-19 09:49:20 	A regain movement has started.	{args: "0"}
76561     	I   	Operational         	10053   	Regain ready                            	2017-05-19 09:49:20 	The regain movement is ready.	{args: "0"}
76562     	I   	Operational         	10151   	Program started                         	2017-05-19 09:49:20 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
76809     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:49:22 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
76810     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:49:22 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
76811     	E   	Program             	40228   	Execution error                         	2017-05-19 09:49:22 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
76812     	I   	Operational         	10020   	Execution error state                   	2017-05-19 09:49:22 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
76813     	I   	Operational         	10126   	Program stopped                         	2017-05-19 09:49:22 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
76814     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 09:51:18 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
76815     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 09:51:18 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
76816     	I   	Operational         	10052   	Regain start                            	2017-05-19 09:51:20 	A regain movement has started.	{args: "0"}
76817     	I   	Operational         	10053   	Regain ready                            	2017-05-19 09:51:20 	The regain movement is ready.	{args: "0"}
76818     	I   	Operational         	10151   	Program started                         	2017-05-19 09:51:20 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77064     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:51:21 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77065     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:51:21 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77066     	E   	Program             	40228   	Execution error                         	2017-05-19 09:51:21 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77067     	I   	Operational         	10020   	Execution error state                   	2017-05-19 09:51:21 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77068     	I   	Operational         	10126   	Program stopped                         	2017-05-19 09:51:21 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77069     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 09:58:55 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77070     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 09:58:55 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77071     	I   	Operational         	10052   	Regain start                            	2017-05-19 09:58:59 	A regain movement has started.	{args: "0"}
77072     	I   	Operational         	10053   	Regain ready                            	2017-05-19 09:58:59 	The regain movement is ready.	{args: "0"}
77073     	I   	Operational         	10151   	Program started                         	2017-05-19 09:58:59 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77318     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:59:01 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77319     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 09:59:01 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77320     	E   	Program             	40228   	Execution error                         	2017-05-19 09:59:01 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77321     	I   	Operational         	10020   	Execution error state                   	2017-05-19 09:59:01 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77322     	I   	Operational         	10126   	Program stopped                         	2017-05-19 09:59:01 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77323     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:09:00 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77324     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:09:00 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77325     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:09:43 	A regain movement has started.	{args: "0"}
77326     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:09:43 	The regain movement is ready.	{args: "0"}
77327     	I   	Operational         	10151   	Program started                         	2017-05-19 10:09:43 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77329     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:09:45 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77330     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:09:45 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77331     	E   	Program             	40228   	Execution error                         	2017-05-19 10:09:45 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77332     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:09:45 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77333     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:09:45 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77334     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:09:55 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77335     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:09:55 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77336     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:10:03 	A regain movement has started.	{args: "0"}
77337     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:10:03 	The regain movement is ready.	{args: "0"}
77338     	I   	Operational         	10151   	Program started                         	2017-05-19 10:10:03 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77340     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:10:05 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77341     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:10:05 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77342     	E   	Program             	40228   	Execution error                         	2017-05-19 10:10:05 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77343     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:10:05 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77344     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:10:05 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77345     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:10:49 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77346     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:10:49 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77347     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:10:50 	A regain movement has started.	{args: "0"}
77348     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:10:50 	The regain movement is ready.	{args: "0"}
77349     	I   	Operational         	10151   	Program started                         	2017-05-19 10:10:50 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77351     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:10:52 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77352     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:10:52 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77353     	E   	Program             	40228   	Execution error                         	2017-05-19 10:10:52 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77354     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:10:52 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77355     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:10:52 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77356     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:11:02 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77357     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:11:02 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77358     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:11:03 	A regain movement has started.	{args: "0"}
77359     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:11:03 	The regain movement is ready.	{args: "0"}
77360     	I   	Operational         	10151   	Program started                         	2017-05-19 10:11:03 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77362     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:11:05 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77363     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:11:05 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77364     	E   	Program             	40228   	Execution error                         	2017-05-19 10:11:05 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77365     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:11:05 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77366     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:11:05 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77367     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:11:09 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77368     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:11:09 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77369     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:11:14 	A regain movement has started.	{args: "0"}
77370     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:11:14 	The regain movement is ready.	{args: "0"}
77371     	I   	Operational         	10151   	Program started                         	2017-05-19 10:11:14 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77373     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:11:16 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77374     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:11:16 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77375     	E   	Program             	40228   	Execution error                         	2017-05-19 10:11:16 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77376     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:11:16 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77377     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:11:16 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77378     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:14:14 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77379     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:14:14 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77380     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:14:18 	A regain movement has started.	{args: "0"}
77381     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:14:18 	The regain movement is ready.	{args: "0"}
77382     	I   	Operational         	10151   	Program started                         	2017-05-19 10:14:18 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77628     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:14:20 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77629     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:14:20 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77630     	E   	Program             	40228   	Execution error                         	2017-05-19 10:14:20 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77631     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:14:20 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77632     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:14:20 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77633     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:21:05 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77634     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:21:05 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77635     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:21:08 	A regain movement has started.	{args: "0"}
77636     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:21:08 	The regain movement is ready.	{args: "0"}
77637     	I   	Operational         	10151   	Program started                         	2017-05-19 10:21:08 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77638     	E   	Motion              	50375   	Dynamic load too high                   	2017-05-19 10:21:09 	Required torque for robot ROB_1 axis 2 too high.	{args: "ROB_1", "2"}
77640     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:21:09 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77641     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-19 10:21:09 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
77642     	W   	Motion              	50446   	External Motion Interface ramp time increased	2017-05-19 10:21:09 	External Motion Interface ramp time was increased in order to avoid over-speed when ramping down correction 0.New ramp time: 0.001271671 seconds.	{args: "0", "0.001271671"}
77643     	I   	Operational         	10125   	Program stopped                         	2017-05-19 10:21:09 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77644     	I   	Operational         	10010   	Motors OFF state                        	2017-05-19 10:21:10 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
77645     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:21:16 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77646     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:21:16 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77647     	I   	Operational         	10011   	Motors ON state                         	2017-05-19 10:22:08 	The system is in the Motors ON state.	{args: }
77648     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:22:15 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77649     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:22:47 	A regain movement has started.	{args: "0"}
77650     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:22:47 	The regain movement is ready.	{args: "0"}
77651     	I   	Operational         	10151   	Program started                         	2017-05-19 10:22:47 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77652     	E   	Motion              	50375   	Dynamic load too high                   	2017-05-19 10:22:48 	Required torque for robot ROB_1 axis 2 too high.	{args: "ROB_1", "2"}
77654     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:22:48 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77655     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-19 10:22:48 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
77656     	W   	Motion              	50446   	External Motion Interface ramp time increased	2017-05-19 10:22:48 	External Motion Interface ramp time was increased in order to avoid over-speed when ramping down correction 0.New ramp time: 6.481523E-05 seconds.	{args: "0", "6.481523E-05"}
77657     	I   	Operational         	10125   	Program stopped                         	2017-05-19 10:22:48 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77658     	I   	Operational         	10010   	Motors OFF state                        	2017-05-19 10:22:49 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
77660     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:24:04 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77661     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:24:04 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77662     	I   	Operational         	10011   	Motors ON state                         	2017-05-19 10:24:18 	The system is in the Motors ON state.	{args: }
77663     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:24:21 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77664     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:24:30 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77665     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:24:34 	A regain movement has started.	{args: "0"}
77666     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:24:34 	The regain movement is ready.	{args: "0"}
77667     	I   	Operational         	10151   	Program started                         	2017-05-19 10:24:34 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77668     	I   	Operational         	10125   	Program stopped                         	2017-05-19 10:24:35 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77670     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:24:39 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77671     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:24:48 	A regain movement has started.	{args: "0"}
77672     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:24:48 	The regain movement is ready.	{args: "0"}
77673     	I   	Operational         	10151   	Program started                         	2017-05-19 10:24:48 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77674     	E   	Motion              	50375   	Dynamic load too high                   	2017-05-19 10:24:49 	Required torque for robot ROB_1 axis 2 too high.	{args: "ROB_1", "2"}
77676     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:24:49 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77677     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-19 10:24:49 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
77678     	W   	Motion              	50446   	External Motion Interface ramp time increased	2017-05-19 10:24:49 	External Motion Interface ramp time was increased in order to avoid over-speed when ramping down correction 0.New ramp time: 7.397607E-05 seconds.	{args: "0", "7.397607E-05"}
77679     	I   	Operational         	10125   	Program stopped                         	2017-05-19 10:24:49 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77680     	I   	Operational         	10010   	Motors OFF state                        	2017-05-19 10:24:49 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
77682     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:26:41 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77683     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:26:41 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77684     	I   	Operational         	10011   	Motors ON state                         	2017-05-19 10:26:45 	The system is in the Motors ON state.	{args: }
77685     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:26:50 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77686     	I   	Operational         	10052   	Regain start                            	2017-05-19 10:26:56 	A regain movement has started.	{args: "0"}
77687     	I   	Operational         	10053   	Regain ready                            	2017-05-19 10:26:56 	The regain movement is ready.	{args: "0"}
77688     	I   	Operational         	10151   	Program started                         	2017-05-19 10:26:56 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77690     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:26:58 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77691     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:26:58 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77692     	E   	Program             	40228   	Execution error                         	2017-05-19 10:26:58 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77693     	I   	Operational         	10020   	Execution error state                   	2017-05-19 10:26:58 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77694     	I   	Operational         	10126   	Program stopped                         	2017-05-19 10:26:58 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77695     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 10:27:06 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77696     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 10:27:06 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
